,bug_cnt
8592,0
8593,0
8594,2
8595,0
8596,0
8597,0
8598,0
8599,0
8600,4
8601,1
8602,2
8603,1
8604,0
8605,2
8606,1
8607,0
8608,0
8609,0
8610,0
8611,1
8612,0
8613,1
8614,1
8615,0
8616,1
8617,1
8618,1
8619,5
8620,1
8621,1
8622,1
8623,1
8624,1
8625,0
8626,1
8627,0
8628,0
8629,0
8630,0
8631,0
8632,0
8633,0
8634,0
8635,0
8636,0
8637,0
8638,0
8639,1
8640,1
8641,0
8642,0
8643,2
8644,1
8645,1
8646,2
8647,18
8648,1
8649,0
8650,0
8651,1
8652,2
8653,0
8654,2
8655,0
8656,1
8657,0
8658,1
8659,0
8660,0
8661,0
8662,0
8663,0
8664,0
8665,0
8666,0
8667,0
8668,1
8669,0
8670,0
8671,0
8672,0
8673,0
8674,0
8675,0
8676,3
8677,1
8678,0
8679,0
8680,2
8681,0
8682,0
8683,1
8684,1
8685,0
8686,10
8687,1
8688,2
8689,4
8690,1
8691,1
8692,1
8693,3
8694,1
8695,1
8696,0
8697,4
8698,0
8699,4
8700,0
8701,1
8702,1
8703,4
8704,0
8705,2
8706,0
8707,1
8708,4
8709,0
8710,1
8711,0
8712,0
8713,0
8714,0
8715,0
8716,0
8717,2
8718,3
8719,0
8720,0
8721,0
8722,0
8723,3
8724,0
8725,2
8726,3
8727,5
8728,1
8729,1
8730,2
8731,0
8732,0
8733,0
8734,1
8735,0
8736,3
8737,0
8738,0
8739,3
8740,5
8741,2
8742,0
8743,4
8744,0
8745,6
8746,1
8747,0
8748,0
8749,0
8750,3
8751,1
8752,0
8753,1
8754,4
8755,2
8756,0
8757,0
8758,2
8759,0
8760,1
8761,1
8762,1
8763,1
8764,0
8765,6
8766,0
8767,2
8768,2
8769,0
8770,1
8771,0
8772,1
8773,1
8774,0
8775,0
8776,1
8777,0
8778,1
8779,2
8780,0
8781,0
8782,0
8783,5
8784,0
8785,0
8786,0
8787,0
8788,0
8789,1
8790,0
8791,1
8792,2
8793,1
8794,0
8795,0
8796,1
8797,1
8798,0
8799,1
8800,0
8801,0
8802,2
8803,0
8804,0
8805,0
8806,0
8807,0
8808,0
8809,0
8810,0
8811,0
8812,0
8813,0
8814,0
8815,0
8816,0
8817,0
8818,0
8819,1
8820,0
8821,6
8822,0
8823,0
8824,0
8825,5
8826,0
8827,0
8828,4
8829,3
8830,0
8831,0
8832,1
8833,2
8834,0
8835,0
8836,0
8837,2
8838,0
8839,0
8840,2
8841,0
8842,0
8843,1
8844,0
8845,1
8846,1
8847,0
8848,1
8849,1
8850,1
8851,0
8852,0
8853,0
8854,0
8855,1
8856,0
8857,0
8858,0
8859,0
8860,0
8861,0
8862,0
8863,1
8864,0
8865,1
8866,0
8867,0
8868,1
8869,0
8870,1
8871,0
8872,0
8873,1
8874,2
8875,0
8876,0
8877,1
8878,1
8879,2
8880,1
8881,1
8882,0
8883,0
8884,0
8885,0
8886,0
8887,0
8888,0
8889,0
8890,2
8891,0
8892,4
8893,3
8894,1
8895,0
8896,3
8897,0
8898,0
8899,0
8900,0
8901,0
8902,0
8903,4
8904,0
8905,0
8906,1
8907,0
8908,0
8909,0
8910,0
8911,0
8912,1
8913,0
8914,0
8915,0
8916,0
8917,0
8918,0
8919,0
8920,1
8921,0
8922,0
8923,1
8924,1
8925,0
8926,0
8927,0
8928,0
8929,0
8930,0
8931,0
8932,1
8933,0
8934,0
8935,0
8936,0
8937,0
8938,0
8939,0
8940,0
8941,0
8942,0
8943,0
8944,0
8945,0
8946,0
8947,0
8948,0
8949,0
8950,0
8951,0
8952,0
8953,0
8954,1
8955,0
8956,0
8957,1
8958,0
8959,0
8960,1
8961,0
8962,0
8963,0
8964,0
8965,0
8966,0
8967,0
8968,0
8969,0
8970,1
8971,1
8972,0
8973,0
8974,0
8975,0
8976,0
8977,0
8978,0
8979,0
8980,0
8981,0
8982,0
8983,0
8984,0
8985,0
8986,0
8987,2
8988,0
8989,0
8990,0
8991,0
8992,0
8993,0
8994,0
8995,0
8996,0
8997,0
8998,0
8999,0
9000,0
9001,0
9002,0
9003,0
9004,0
9005,0
9006,0
9007,0
9008,0
9009,0
9010,0
9011,0
9012,0
9013,0
9014,0
9015,0
9016,0
9017,0
9018,0
9019,0
9020,0
9021,0
9022,0
9023,0
9024,0
9025,0
9026,0
9027,0
9028,0
9029,0
9030,0
9031,0
9032,0
9033,0
9034,0
9035,0
9036,0
9037,0
9038,0
9039,0
9040,0
9041,0
9042,0
9043,0
9044,0
9045,0
9046,0
9047,0
9048,0
9049,0
9050,0
9051,0
9052,0
9053,0
9054,0
9055,0
9056,0
9057,0
9058,0
9059,0
9060,0
9061,0
9062,0
9063,0
9064,0
9065,0
9066,0
9067,0
9068,0
9069,0
9070,0
9071,0
9072,0
9073,0
9074,0
9075,0
9076,0
9077,0
9078,0
9079,0
9080,0
9081,0
9082,0
9083,0
9084,0
9085,0
9086,0
9087,0
9088,0
9089,0
9090,0
9091,0
9092,0
9093,0
9094,0
9095,0
9096,0
9097,0
9098,0
9099,0
9100,0
9101,0
9102,0
9103,0
9104,0
9105,0
9106,0
9107,0
9108,0
9109,0
9110,0
9111,0
9112,0
9113,0
9114,0
9115,0
9116,0
9117,0
9118,0
9119,0
9120,0
9121,0
9122,1
9123,1
9124,0
9125,0
9126,1
9127,0
9128,1
9129,0
9130,0
9131,0
9132,0
9133,0
9134,0
9135,0
9136,0
9137,0
9138,0
9139,0
9140,0
9141,0
9142,0
9143,0
9144,0
9145,0
9146,0
9147,0
9148,0
9149,0
9150,0
9151,0
9152,0
9153,0
9154,0
9155,0
9156,0
9157,0
9158,0
9159,0
9160,0
9161,0
9162,0
9163,0
9164,0
9165,0
9166,0
9167,0
9168,0
9169,0
9170,0
9171,0
9172,0
9173,0
9174,0
9175,0
9176,0
9177,0
9178,0
9179,0
9180,0
9181,0
9182,0
9183,1
9184,0
9185,0
9186,2
9187,0
9188,0
9189,0
9190,1
9191,1
9192,0
9193,0
9194,0
9195,0
9196,1
9197,2
9198,0
9199,0
9200,0
9201,0
9202,0
9203,0
9204,1
9205,0
9206,0
9207,0
9208,0
9209,0
9210,0
9211,0
9212,1
9213,0
9214,1
9215,0
9216,0
9217,1
9218,0
9219,0
9220,2
9221,0
9222,0
9223,0
9224,1
9225,0
9226,0
9227,0
9228,1
9229,0
9230,1
9231,0
9232,0
9233,0
9234,0
9235,0
9236,0
9237,0
9238,0
9239,0
9240,0
9241,0
9242,0
9243,0
9244,0
9245,0
9246,0
9247,0
9248,0
9249,0
9250,0
9251,0
9252,0
9253,0
9254,0
9255,0
9256,2
9257,0
9258,0
9259,0
9260,0
9261,0
9262,1
9263,0
9264,0
9265,0
9266,0
9267,3
9268,0
9269,1
9270,3
9271,1
9272,0
9273,1
9274,1
9275,1
9276,1
9277,0
9278,0
9279,0
9280,2
9281,0
9282,0
9283,0
9284,0
9285,4
9286,0
9287,0
9288,0
9289,0
9290,3
9291,0
9292,0
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9299,1
9300,2
9301,1
9302,0
9303,2
9304,0
9305,1
9306,3
9307,2
9308,2
9309,1
9310,0
9311,0
9312,2
9313,0
9314,3
9315,2
9316,1
9317,6
9318,0
9319,2
9320,1
9321,1
9322,0
9323,0
9324,0
9325,0
9326,0
9327,0
9328,0
9329,0
9330,0
9331,0
9332,0
9333,0
9334,0
9335,0
9336,0
9337,1
9338,0
9339,0
9340,0
9341,0
9342,0
9343,0
9344,0
9345,0
9346,0
9347,0
9348,1
9349,0
9350,0
9351,6
9352,2
9353,1
9354,0
9355,3
9356,0
9357,0
9358,1
9359,0
9360,0
9361,3
9362,5
9363,1
9364,1
9365,4
9366,8
9367,0
9368,0
9369,0
9370,1
9371,0
9372,0
9373,0
9374,1
9375,0
9376,0
9377,0
9378,0
9379,1
9380,1
9381,4
9382,0
9383,0
9384,2
9385,1
9386,3
9387,2
9388,1
9389,0
9390,0
9391,0
9392,0
9393,0
9394,0
9395,0
9396,0
9397,0
9398,0
9399,0
9400,0
9401,0
9402,0
9403,0
9404,0
9405,0
9406,0
9407,0
9408,0
9409,1
9410,13
9411,0
9412,0
9413,0
9414,1
9415,0
9416,0
9417,1
9418,1
9419,0
9420,1
9421,1
9422,0
9423,1
9424,1
9425,0
9426,1
9427,0
9428,0
9429,1
9430,0
9431,1
9432,1
9433,1
9434,1
9435,3
9436,0
9437,0
9438,2
9439,0
9440,1
9441,6
9442,0
9443,1
9444,0
9445,0
9446,0
9447,0
9448,1
9449,1
9450,0
9451,0
9452,1
9453,0
9454,0
9455,0
9456,0
9457,0
9458,0
9459,0
9460,0
9461,0
9462,0
9463,0
9464,0
9465,0
9466,3
9467,2
9468,0
9469,12
9470,0
9471,1
9472,1
9473,1
9474,0
9475,1
9476,1
9477,0
9478,0
9479,0
9480,0
9481,1
9482,0
9483,0
9484,0
9485,0
9486,0
9487,1
9488,0
9489,1
9490,0
9491,0
9492,0
9493,3
9494,0
9495,3
9496,0
9497,0
9498,0
9499,0
9500,1
9501,5
9502,2
9503,0
9504,0
9505,0
9506,1
9507,0
9508,0
9509,0
9510,0
9511,0
9512,0
9513,1
9514,2
9515,0
9516,1
9517,0
9518,0
9519,0
9520,0
9521,0
9522,0
9523,0
9524,1
9525,1
9526,0
9527,3
9528,0
9529,0
9530,0
9531,0
9532,0
9533,1
9534,0
9535,0
9536,0
9537,0
9538,1
9539,1
9540,0
9541,1
9542,1
9543,2
9544,0
9545,0
9546,0
9547,0
9548,0
9549,0
9550,0
9551,2
9552,0
9553,0
9554,0
9555,0
9556,0
9557,0
9558,1
9559,0
9560,0
9561,0
9562,0
9563,0
9564,0
9565,0
9566,0
9567,0
9568,1
9569,0
9570,0
9571,0
9572,0
9573,0
9574,1
9575,0
9576,1
9577,0
9578,0
9579,1
9580,0
9581,0
9582,0
9583,0
9584,0
9585,6
9586,0
9587,0
9588,1
9589,8
9590,0
9591,7
9592,2
9593,0
9594,7
9595,3
9596,7
9597,0
9598,0
9599,1
9600,3
9601,2
9602,0
9603,0
9604,1
9605,0
9606,0
9607,2
9608,0
9609,1
9610,0
9611,0
9612,0
9613,1
9614,3
9615,0
9616,0
9617,1
9618,0
9619,0
9620,0
9621,1
9622,0
9623,0
9624,0
9625,0
9626,0
9627,0
9628,0
9629,0
9630,0
9631,0
9632,0
9633,0
9634,0
9635,0
9636,1
9637,0
9638,0
9639,0
9640,1
9641,0
9642,0
9643,0
9644,1
9645,0
9646,0
9647,0
9648,0
9649,0
9650,0
9651,0
9652,2
9653,2
9654,0
9655,0
9656,0
9657,0
9658,0
9659,0
9660,0
9661,0
9662,1
9663,0
9664,1
9665,2
9666,1
9667,0
9668,1
9669,0
9670,0
9671,2
9672,1
9673,2
9674,0
9675,0
9676,1
9677,0
9678,0
9679,1
9680,0
9681,1
9682,1
9683,0
9684,1
9685,2
9686,0
9687,1
9688,1
9689,1
9690,0
9691,0
9692,0
9693,0
9694,1
9695,2
9696,1
9697,1
9698,0
9699,0
9700,2
9701,0
9702,0
9703,1
9704,0
9705,0
9706,27
9707,2
9708,1
9709,0
9710,2
9711,2
9712,4
9713,2
9714,3
9715,0
9716,3
9717,2
9718,14
9719,0
9720,0
9721,0
9722,3
9723,0
9724,0
9725,0
9726,0
9727,2
9728,3
9729,0
9730,3
9731,0
9732,0
9733,6
9734,1
9735,2
9736,1
9737,0
9738,1
9739,1
9740,1
9741,0
9742,1
9743,1
9744,3
9745,4
9746,4
9747,2
9748,5
9749,4
9750,5
9751,8
9752,58
9753,2
9754,9
9755,2
9756,1
9757,6
9758,2
9759,1
9760,2
9761,3
9762,4
9763,4
9764,4
9765,7
9766,8
9767,5
9768,4
9769,3
9770,3
9771,46
9772,5
9773,2
9774,0
9775,4
9776,5
9777,5
9778,5
9779,1
9780,4
9781,0
9782,4
9783,6
9784,4
9785,3
9786,0
9787,2
9788,2
9789,4
9790,4
9791,1
9792,2
9793,7
9794,4
9795,0
9796,2
9797,1
9798,2
9799,3
9800,2
9801,4
9802,4
9803,4
9804,4
9805,4
9806,7
9807,3
9808,5
9809,5
9810,5
9811,4
9812,5
9813,4
9814,5
9815,4
9816,5
9817,4
9818,4
9819,5
9820,4
9821,4
9822,0
9823,5
9824,8
9825,4
9826,4
9827,6
9828,2
9829,4
9830,5
9831,4
9832,4
9833,1
9834,1
9835,0
9836,0
9837,2
9838,1
9839,1
9840,1
9841,1
9842,2
9843,1
9844,1
9845,2
9846,1
9847,1
9848,0
9849,0
9850,2
9851,0
9852,1
9853,3
9854,0
9855,2
9856,0
9857,0
9858,0
9859,1
9860,1
9861,16
9862,0
9863,0
9864,0
9865,0
9866,0
9867,0
9868,2
9869,0
9870,0
9871,0
9872,0
9873,0
9874,0
9875,0
9876,0
9877,0
9878,0
9879,0
9880,0
9881,1
9882,0
9883,1
9884,1
9885,0
9886,0
9887,0
9888,0
9889,0
9890,0
9891,0
9892,0
9893,0
9894,0
9895,1
9896,0
9897,1
9898,0
9899,0
9900,0
9901,0
9902,0
9903,0
9904,0
9905,0
9906,0
9907,0
9908,0
9909,1
9910,0
9911,0
9912,0
9913,0
9914,3
9915,3
9916,0
9917,0
9918,1
9919,0
9920,1
9921,0
9922,0
9923,0
9924,0
9925,1
9926,0
9927,0
9928,0
9929,3
9930,3
9931,1
9932,1
9933,1
9934,1
9935,1
9936,1
9937,1
9938,1
9939,1
9940,1
9941,2
9942,1
9943,1
9944,1
9945,1
9946,1
9947,1
9948,1
9949,1
9950,1
9951,1
9952,1
9953,1
9954,1
9955,1
9956,0
9957,1
9958,0
9959,1
9960,0
9961,1
9962,1
9963,0
9964,0
9965,0
9966,2
9967,0
9968,0
9969,1
9970,0
9971,0
9972,0
9973,1
9974,0
9975,3
9976,4
9977,0
9978,0
9979,1
9980,0
9981,1
9982,0
9983,1
9984,2
9985,0
9986,3
9987,0
9988,0
9989,1
9990,1
9991,3
9992,0
9993,1
9994,2
9995,1
9996,1
9997,0
9998,2
9999,2
10000,1
10001,0
10002,1
10003,1
10004,0
10005,2
10006,0
10007,0
10008,1
10009,2
10010,1
10011,5
10012,0
10013,0
10014,0
10015,0
10016,0
10017,1
10018,1
10019,1
10020,1
10021,0
10022,0
10023,4
10024,1
10025,0
10026,1
10027,0
10028,0
10029,0
10030,1
10031,0
10032,0
10033,0
10034,1
10035,0
10036,3
10037,1
10038,0
10039,0
10040,1
10041,0
10042,0
10043,0
10044,0
10045,0
10046,1
10047,1
10048,3
10049,6
10050,1
10051,0
10052,0
10053,1
10054,0
10055,2
10056,0
10057,0
10058,0
10059,0
10060,3
10061,0
10062,2
10063,0
10064,0
10065,2
10066,0
10067,0
10068,0
10069,0
10070,0
10071,0
10072,0
10073,2
10074,0
10075,1
10076,0
10077,0
10078,0
10079,1
10080,0
10081,4
10082,1
10083,0
10084,0
10085,0
10086,2
10087,0
10088,3
10089,3
10090,0
10091,0
10092,0
10093,5
10094,0
10095,0
10096,0
10097,1
10098,0
10099,1
10100,1
10101,1
10102,0
10103,4
10104,0
10105,0
10106,0
10107,1
10108,2
10109,1
10110,1
10111,1
10112,1
10113,1
10114,2
10115,3
10116,0
10117,2
10118,1
10119,1
10120,0
10121,0
10122,0
10123,1
10124,1
10125,1
10126,1
10127,1
10128,0
10129,2
10130,0
10131,0
10132,1
10133,0
10134,0
10135,2
10136,3
10137,0
10138,0
10139,0
10140,0
10141,0
10142,0
10143,0
10144,0
10145,4
10146,0
10147,0
10148,0
10149,0
10150,0
10151,0
10152,0
10153,1
10154,0
10155,0
10156,1
10157,0
10158,0
10159,0
10160,0
10161,0
10162,1
10163,0
10164,0
10165,0
10166,1
10167,0
10168,0
10169,0
10170,0
10171,0
10172,1
10173,0
10174,0
10175,1
10176,0
10177,0
10178,0
10179,0
10180,0
10181,1
10182,0
10183,0
10184,1
10185,1
10186,0
10187,0
10188,1
10189,0
10190,0
10191,1
10192,0
10193,0
10194,0
10195,2
10196,1
10197,0
10198,0
10199,0
10200,0
10201,0
10202,0
10203,0
10204,0
10205,2
10206,0
10207,1
10208,1
10209,0
10210,0
10211,1
10212,1
10213,2
10214,2
10215,3
10216,1
10217,1
10218,0
10219,3
10220,0
10221,6
10222,1
10223,3
10224,1
10225,1
10226,1
10227,0
10228,1
10229,0
10230,0
10231,0
10232,2
10233,2
10234,2
10235,1
10236,6
10237,1
10238,2
10239,1
10240,0
10241,0
10242,0
10243,1
10244,0
10245,1
10246,2
10247,9
10248,2
10249,6
10250,6
10251,5
10252,3
10253,1
10254,3
10255,5
10256,3
10257,7
10258,1
10259,1
10260,4
10261,10
10262,0
10263,0
10264,1
10265,1
10266,1
10267,1
10268,1
10269,3
10270,1
10271,10
10272,1
10273,1
10274,3
10275,21
10276,13
10277,2
10278,2
10279,3
10280,9
10281,13
10282,0
10283,0
10284,5
10285,1
10286,1
10287,10
10288,9
10289,2
10290,5
10291,8
10292,2
10293,1
10294,2
10295,3
10296,0
10297,10
10298,1
10299,1
10300,3
10301,1
10302,1
10303,7
10304,4
10305,4
10306,4
10307,2
10308,4
10309,6
10310,3
10311,3
10312,7
10313,3
10314,0
10315,0
10316,1
10317,2
10318,0
10319,6
10320,0
10321,16
10322,0
10323,1
10324,0
10325,0
10326,2
10327,3
10328,0
10329,1
10330,3
10331,1
10332,2
10333,8
10334,0
10335,3
10336,1
10337,3
10338,5
10339,21
10340,24
10341,2
10342,4
10343,2
10344,2
10345,12
10346,1
10347,2
10348,5
10349,30
10350,2
10351,48
10352,1
10353,1
10354,10
10355,1
10356,1
10357,0
10358,1
10359,4
10360,2
10361,0
10362,3
10363,0
10364,1
10365,3
10366,1
10367,1
10368,0
10369,1
10370,4
10371,4
10372,4
10373,2
10374,12
10375,0
10376,2
10377,0
10378,0
10379,0
10380,3
10381,20
10382,2
10383,4
10384,0
10385,1
10386,1
10387,1
10388,1
10389,1
10390,2
10391,0
10392,0
10393,2
10394,32
10395,1
10396,0
10397,10
10398,1
10399,0
10400,1
10401,6
10402,3
10403,6
10404,5
10405,0
10406,0
10407,1
10408,2
10409,1
10410,1
10411,1
10412,0
10413,1
10414,4
10415,1
10416,2
10417,0
10418,6
10419,3
10420,3
10421,13
10422,18
10423,3
10424,1
10425,9
10426,6
10427,7
10428,1
10429,1
10430,1
10431,10
10432,2
10433,2
10434,2
10435,2
10436,3
10437,3
10438,3
10439,2
10440,3
10441,1
10442,2
10443,1
10444,2
10445,2
10446,3
10447,3
10448,2
10449,6
10450,6
10451,5
10452,0
10453,2
10454,2
10455,2
10456,3
10457,2
10458,2
10459,2
10460,2
10461,2
10462,2
10463,2
10464,2
10465,2
10466,2
10467,2
10468,1
10469,2
10470,2
10471,2
10472,2
10473,1
10474,2
10475,0
10476,0
10477,2
10478,0
10479,2
10480,0
10481,0
10482,2
10483,0
10484,1
10485,1
10486,0
10487,1
10488,1
10489,2
10490,2
10491,1
10492,2
10493,2
10494,3
10495,3
10496,2
10497,2
10498,2
10499,1
10500,2
10501,2
10502,3
10503,1
10504,2
10505,2
10506,0
10507,3
10508,14
10509,0
10510,0
10511,0
10512,0
10513,0
10514,0
10515,0
10516,0
10517,0
10518,0
10519,0
10520,0
10521,0
10522,0
10523,0
10524,0
10525,0
10526,0
10527,0
10528,0
10529,0
10530,0
10531,0
10532,0
10533,0
10534,0
10535,0
10536,0
10537,0
10538,0
10539,0
10540,0
10541,0
10542,0
10543,0
10544,0
10545,0
10546,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,0
10553,0
10554,0
10555,0
10556,0
10557,0
10558,0
10559,0
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10566,0
10567,0
10568,0
10569,0
10570,0
10571,0
10572,0
10573,0
10574,0
10575,0
10576,0
10577,0
10578,0
10579,0
10580,0
10581,0
10582,0
10583,0
10584,0
10585,0
10586,0
10587,0
10588,0
10589,0
10590,0
10591,0
10592,0
10593,0
10594,0
10595,0
10596,0
10597,0
10598,0
10599,0
10600,0
10601,0
10602,0
10603,0
10604,0
10605,0
10606,0
10607,0
10608,0
10609,0
10610,0
10611,0
10612,0
10613,0
10614,0
10615,0
10616,2
10617,0
10618,0
10619,0
10620,0
10621,0
10622,0
10623,0
10624,2
10625,0
10626,0
10627,1
10628,0
10629,1
10630,0
10631,1
10632,0
10633,0
10634,0
10635,1
10636,2
10637,2
10638,1
10639,0
10640,0
10641,0
10642,0
10643,0
10644,0
10645,0
10646,1
10647,0
10648,0
10649,1
10650,0
10651,0
10652,0
10653,0
10654,0
10655,2
10656,0
10657,0
10658,0
10659,0
10660,0
10661,1
10662,0
10663,0
10664,0
10665,0
10666,0
10667,0
10668,0
10669,0
10670,1
10671,0
10672,1
10673,0
10674,0
10675,0
10676,0
10677,0
10678,1
10679,0
10680,0
10681,0
10682,0
10683,0
10684,0
10685,0
10686,0
10687,0
10688,1
10689,0
10690,0
10691,0
10692,0
10693,0
10694,2
10695,0
10696,1
10697,7
10698,1
10699,6
10700,0
10701,0
10702,0
10703,1
10704,0
10705,0
10706,4
10707,0
10708,0
10709,0
10710,0
10711,0
10712,0
10713,0
10714,0
10715,0
10716,0
10717,1
10718,0
10719,0
10720,1
10721,0
10722,1
10723,2
10724,1
10725,3
10726,0
10727,1
10728,6
10729,0
10730,2
10731,1
10732,1
10733,5
10734,2
10735,0
10736,0
10737,0
10738,0
10739,0
10740,0
10741,0
10742,5
10743,4
10744,1
10745,4
10746,5
10747,6
10748,2
10749,2
10750,1
10751,3
10752,1
10753,4
10754,0
10755,7
10756,2
10757,0
10758,1
10759,2
10760,6
10761,1
10762,1
10763,0
10764,2
10765,22
10766,27
10767,15
10768,20
10769,18
10770,6
10771,12
10772,5
10773,12
10774,1
10775,4
10776,4
10777,1
10778,15
10779,1
10780,1
10781,0
10782,0
10783,14
10784,0
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,4
10792,5
10793,0
10794,30
10795,4
10796,1
10797,0
10798,2
10799,0
10800,4
10801,0
10802,18
10803,2
10804,37
10805,3
10806,1
10807,0
10808,1
10809,0
10810,0
10811,1
10812,1
10813,0
10814,0
10815,0
10816,1
10817,0
10818,0
10819,2
10820,0
10821,0
10822,0
10823,1
10824,2
10825,1
10826,0
10827,0
10828,1
10829,1
10830,0
10831,1
10832,0
10833,1
10834,0
10835,1
10836,1
10837,0
10838,0
10839,0
10840,1
10841,2
10842,1
10843,0
10844,1
10845,4
10846,0
10847,0
10848,1
10849,1
10850,0
10851,0
10852,0
10853,0
10854,0
10855,1
10856,0
10857,1
10858,1
10859,0
10860,0
10861,4
10862,1
10863,0
10864,0
10865,3
10866,3
10867,6
10868,6
10869,2
10870,4
10871,6
10872,0
10873,11
10874,1
10875,11
10876,1
10877,2
10878,0
10879,5
10880,1
10881,1
10882,5
10883,0
10884,5
10885,7
10886,11
10887,12
10888,4
10889,1
10890,0
10891,3
10892,6
10893,2
10894,2
10895,0
10896,3
10897,2
10898,1
10899,1
10900,0
10901,37
10902,1
10903,1
10904,0
10905,4
10906,2
10907,3
10908,3
10909,17
10910,1
10911,1
10912,1
10913,3
10914,3
10915,0
10916,0
10917,0
10918,0
10919,0
10920,0
10921,0
10922,0
10923,0
10924,0
10925,0
10926,0
10927,0
10928,0
10929,0
10930,0
10931,0
10932,0
10933,0
10934,0
10935,0
10936,0
10937,0
10938,0
10939,0
10940,0
10941,0
10942,0
10943,0
10944,0
10945,0
10946,0
10947,0
10948,0
10949,0
10950,0
10951,0
10952,0
10953,0
10954,0
10955,0
10956,0
10957,0
10958,0
10959,0
10960,0
10961,0
10962,0
10963,0
10964,0
10965,0
10966,0
10967,0
10968,0
10969,0
10970,0
10971,0
10972,0
10973,0
10974,0
10975,0
10976,0
10977,0
10978,0
10979,0
10980,0
10981,0
10982,0
10983,0
10984,0
10985,0
10986,0
10987,0
10988,0
10989,0
10990,0
10991,0
10992,0
10993,0
10994,0
10995,0
10996,0
10997,0
10998,0
10999,0
11000,0
11001,0
11002,0
11003,0
11004,0
11005,0
11006,0
11007,0
11008,0
11009,0
11010,0
11011,0
11012,0
11013,0
11014,0
11015,0
11016,0
11017,0
11018,0
11019,0
11020,0
11021,0
11022,0
11023,0
11024,0
11025,0
11026,0
11027,0
11028,0
11029,0
11030,0
11031,0
11032,0
11033,0
11034,0
11035,0
11036,0
11037,0
11038,0
11039,0
11040,0
11041,0
11042,0
11043,0
11044,0
11045,0
11046,0
11047,0
11048,0
11049,0
11050,0
11051,0
11052,0
11053,0
11054,0
11055,0
11056,0
11057,0
11058,0
11059,0
11060,0
11061,0
11062,0
11063,0
11064,0
11065,0
11066,0
11067,0
11068,0
11069,0
11070,0
11071,0
11072,0
11073,0
11074,0
11075,0
11076,0
11077,0
11078,0
11079,0
11080,0
11081,0
11082,0
11083,0
11084,0
11085,0
11086,0
11087,0
11088,0
11089,0
11090,0
11091,0
11092,0
11093,0
11094,0
11095,0
11096,0
11097,0
11098,0
11099,0
11100,0
11101,0
11102,0
11103,0
11104,0
11105,0
11106,0
11107,0
11108,0
11109,0
11110,0
11111,0
11112,0
11113,0
11114,0
11115,0
11116,0
11117,0
11118,0
11119,0
11120,0
11121,0
11122,0
11123,0
11124,0
11125,0
11126,0
11127,0
11128,0
11129,0
11130,0
11131,0
11132,0
11133,0
11134,0
11135,0
11136,0
11137,0
11138,0
11139,0
11140,0
11141,0
11142,0
11143,0
11144,0
11145,0
11146,0
11147,0
11148,0
11149,0
11150,0
11151,0
11152,0
11153,0
11154,0
11155,0
11156,0
11157,0
11158,0
11159,0
11160,0
11161,0
11162,0
11163,0
11164,0
11165,0
11166,0
11167,0
11168,0
11169,0
11170,0
11171,0
11172,0
11173,0
11174,0
11175,0
11176,0
11177,0
11178,0
11179,0
11180,0
11181,0
11182,0
11183,0
11184,0
11185,0
11186,0
11187,0
11188,0
11189,0
11190,0
11191,0
11192,0
11193,0
11194,0
11195,0
11196,0
11197,0
11198,0
11199,0
11200,0
11201,0
11202,0
11203,0
11204,0
11205,0
11206,0
11207,0
11208,0
11209,0
11210,0
11211,0
11212,0
11213,0
11214,0
11215,0
11216,0
11217,0
11218,0
11219,0
11220,0
11221,0
11222,0
11223,0
11224,0
11225,0
11226,0
11227,0
11228,0
11229,0
11230,0
11231,0
11232,0
11233,0
11234,0
11235,0
11236,0
11237,0
11238,0
11239,0
11240,0
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,0
11248,0
11249,0
11250,0
11251,0
11252,0
11253,0
11254,0
11255,0
11256,0
11257,0
11258,0
11259,0
11260,0
11261,4
11262,6
11263,1
11264,1
11265,3
11266,2
11267,1
11268,2
11269,0
11270,3
11271,5
11272,1
11273,6
11274,0
11275,23
11276,1
11277,0
11278,1
11279,7
11280,6
11281,1
11282,0
11283,6
11284,2
11285,1
11286,0
11287,0
11288,8
11289,0
11290,6
11291,7
11292,0
11293,8
11294,1
11295,1
11296,1
11297,2
11298,9
11299,1
11300,5
11301,1
11302,0
11303,1
11304,0
11305,1
11306,1
11307,1
11308,1
11309,0
11310,1
11311,1
11312,1
11313,1
11314,1
11315,4
11316,1
11317,1
11318,0
11319,1
11320,0
11321,1
11322,10
11323,0
11324,1
11325,0
11326,1
11327,1
11328,5
11329,0
11330,0
11331,1
11332,0
11333,0
11334,1
11335,0
11336,1
11337,0
11338,0
11339,0
11340,0
11341,0
11342,4
11343,0
11344,0
11345,1
11346,0
11347,0
11348,1
11349,0
11350,17
11351,2
11352,3
11353,0
11354,1
11355,0
11356,3
11357,0
11358,4
11359,1
11360,0
11361,1
11362,0
11363,0
11364,1
11365,0
11366,1
11367,2
11368,3
11369,2
11370,0
11371,2
11372,4
11373,6
11374,5
11375,0
11376,1
11377,0
11378,7
11379,3
11380,0
11381,2
11382,12
11383,1
11384,0
11385,2
11386,0
11387,0
11388,6
11389,24
